naId,type,score,contributor,scopeAndContentNote,records_type,title,parent_series_title,start_date,end_date,creator,thumbnail,record_group,archive,tags
77844864,description,1.6085722e-6,NA,"This resource is located in Cheshire County, New Hampshire. Areas of significance include: Community Planning and Development; Architecture. Architectural classifications include: Federal; Greek Revival; Italianate; Second Empire; Queen Anne; Colonial Revival. The National Historic Places Register Reference Number is 02001500.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NH/02001500.pdf/opa-renditions/thumbnails/02001500.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77843213,description,1.6085722e-6,NA,"This resource is located in Miami-Dade County, Florida. Areas of significance include: Architecture; Recreation Development. Architectural classifications include: Mediterranean Revival; Moderne. The National Historic Places Register Reference Number is 79000667.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_FL/79000667.pdf/opa-renditions/thumbnails/79000667.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77841914,description,1.6085722e-6,NA,"This resource is located in Palm Beach County, Florida. Areas of significance include: Architecture. Architectural classifications include: Hispano-Moresque. The National Historic Places Register Reference Number is 80000961_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_FL/80000961_NHL.pdf/opa-renditions/thumbnails/80000961_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77834749,description,1.6085722e-6,NA,"This resource is located in Arlington County, Virginia. Areas of significance include: Architecture; Community Planning and Development. Architectural classifications include: Colonial Revival. The National Historic Places Register Reference Number is 05001344.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_AL/05001344.pdf/opa-renditions/thumbnails/05001344.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75609536,description,1.6085722e-6,NA,"This resource is located in Maricopa County, Arizona. Areas of significance include: Archeology: Prehistoric. The National Historic Places Register Reference Number is 66000185_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_AZ/66000185_NHL.pdf/opa-renditions/thumbnails/66000185_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75323344,description,1.6085722e-6,NA,"This resource is located in Wyoming County, New York. Areas of significance include: Agriculture; Architecture; Archeology; Art; Conservation; Engineering; Recreation; Ethnic; Heritage; Settlement; Landscape Architecture; Military; Science; Social History; Transportation. Architectural classifications include: Mid-19th Century; Greek Revival; Exotic Revival; Late Victorian; Italianate; Late 19th and 20th Century Revivals; Colonial Revival; Late 19th and Early 20th Century Movements; Bungalow/Craftsman; Naturalistic. The National Historic Places Register Reference Number is 03000718.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/03000718.pdf/opa-renditions/thumbnails/03000718.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75319411,description,1.6085722e-6,NA,"This resource is located in New York County, New York. Areas of significance include: Architecture; Social/Humanitarian. Architectural classifications include: Gothic Revival; Beaux Arts Style. The National Historic Places Register Reference Number is 86003823_Part3of4.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/86003823_Part3of4.pdf/opa-renditions/thumbnails/86003823_Part3of4.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75314081,description,1.6085722e-6,NA,"This resource is located in Onondaga County, New York. Areas of significance include: Landscape Architecture; Community Planning and Development; Entertainment and Recreation. The National Historic Places Register Reference Number is 64500453.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/64500453.pdf/opa-renditions/thumbnails/64500453.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
73920029,description,1.6085722e-6,NA,"This resource is located in Washington County, Nebraska. Areas of significance include: Archeology: Historic; Exploration/Settlement; Military. The National Historic Places Register Reference Number is 66000454_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NE/66000454_NHL.pdf/opa-renditions/thumbnails/66000454_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71994409,description,1.6085722e-6,NA,"This resource is located in Solebury Township County, Bucks. Areas of significance include: Conservation; Agriculture. The National Historic Places Register Reference Number is 69000155_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/69000155_NHL.pdf/opa-renditions/thumbnails/69000155_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71994257,description,1.6085722e-6,NA,"This resource is located in Philadelphia County, Philadelphia. Areas of significance include: Aboriginal: Historic; Engineering; Landscape Architecture; Military. The National Historic Places Register Reference Number is 70000554_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/70000554_NHL.pdf/opa-renditions/thumbnails/70000554_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63820996,description,1.6085722e-6,NA,"This resource is located in St. Louis Independent City County, Missouri. Areas of significance include: Community Planning and Development; Architecture. Architectural classifications include: Colonial Revival; Historic Eclecticism; Romanesque Revival; Italian Renaissance; Italianate; Queen Anne; Second Empire; Tudor Revival; Mission Revival; Prairie/Craftsman References; Late Gothic Revival; Prairie School; Art Deco. The National Historic Places Register Reference Number is 01001360.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63820996/opa-renditions/thumbnails/01001360.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63818122,description,1.6085722e-6,NA,"This resource is located in Ste. Genevieve County, Missouri. Areas of significance include: Architecture; Community Planning and Development; Ethnic Heritage: European; Ethnic Heritage: Black; Archeology: Historic. Architectural classifications include: French Colonial; Federal; Greek Revival; Gothic; Italianate; Second Empire; Queen Anne; Romanesque; Colonial Revival; Tudor Revival; Prairie School; Bungalow/Craftsman; International Style. The National Historic Places Register Reference Number is 02000357.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63818122/opa-renditions/thumbnails/02000357.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
47722857,description,1.6085722e-6,NA,"This resource is located in Wilson County, North Carolina. Areas of significance include: Agriculture; Architecture; Commerce; Economics; Education; Industry; Politics/Government. Architectural classifications include: Neo-Classical; Mission Revival; Bungalow Style; Art Deco; Colonial Revival; Classical Revival; Colonial Revival; Romanesque Revival; Gothic Revival. The National Historic Places Register Reference Number is 84003876.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/47722857/opa-renditions/thumbnails/84003876.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41683007,description,1.6085722e-6,NA,"This resource is located in Richmond Independent City County, Virginia. Areas of significance include: Architecture; Community Development and Planning. Architectural classifications include: Italianate; Queen Anne; Bungalow; Craftsman; Colonial Revival; Second Empire; Gothic Revival; Greek Revival. The National Historic Places Register Reference Number is 08000075.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41683007/opa-renditions/thumbnails/08000075.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41679604,description,1.6085722e-6,NA,"This resource is located in Arlington County, Virginia. Areas of significance include: Architecture; Community Planning; Economics; Landscape Architecture; Politics/Government; Social/Humanitarian. Architectural classifications include: Colonial Revival. The National Historic Places Register Reference Number is 80004170.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41679604/opa-renditions/thumbnails/80004170.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41678973,description,1.6085722e-6,NA,"This resource is located in Alexandria Independent City County, Virginia. Areas of significance include: Commerce; Industry. The National Historic Places Register Reference Number is 66000928_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41678973/opa-renditions/thumbnails/66000928_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41374733,description,1.6085722e-6,NA,"This resource is located in Newport County, Rhode Island. Areas of significance include: Architecture; Community Planning and Development. Architectural classifications include: Post-Medieval; Georgian; Federal; Greek Revival; Gothic Revival; Italian Villa; Gothic; Italianate; Second Empire; Queen Anne; Stick Style; Renaissance; Colonial Revival; Classical Revival; Beaux Arts. The National Historic Places Register Reference Number is 68000001_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41374733/opa-renditions/thumbnails/68000001_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40970968,description,1.6085722e-6,NA,"This resource is located in Walker County, Texas. Areas of significance include: Aboriginal: Historic; Military; Political.  Architectural classifications include: . The National Historic Places Register Reference Number is 74002097_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40970968/opa-renditions/thumbnails/74002097_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40970905,description,1.6085722e-6,NA,"This resource is located in Bexar County, Texas. Areas of significance include: Military. Architectural classifications include: Second Renaissance Revival. The National Historic Places Register Reference Number is 75001950_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40970905/opa-renditions/thumbnails/75001950_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40969971,description,1.6085722e-6,NA,"This resource is located in Smith County, Texas. Areas of significance include: Community Planning and Development; Architecture; Ethnic Heritage: Black; Government.  The National Register of Historic Places Reference Number is 64500654.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40969971/opa-renditions/thumbnails/64500654.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40968336,description,1.6085722e-6,NA,"This resource is located in Bexar County, Texas. Areas of significance include: Military; Architecture. Architectural classifications include: Mission/Spanish Colonial Revival; Mediterranean Revival; Art Moderne. The National Register of Historic Places Reference Number is 96000753.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40968336/opa-renditions/thumbnails/96000753.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
28893861,description,1.6085722e-6,NA,"This resource is located in Peoria County, Illinois. Areas of significance include: Architecture; Transportation. Architectural classifications include: Italianate; French Second Empire; Queen Anne; Classical Revival. The National Historic Places Register Reference Number is 76000725.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/28893861/opa-renditions/thumbnails/76000725.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
48543035,description,1.6085722e-6,NA,"Administrative documents, correspondence, and reports related to the disposition of evacuee property, sorted alphabetically. This part includes surnames and businesses starting with K to S (Koda - Sato).",Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
73972895,description,1.6085722e-6,NA,"This resource is located in West Feliciana County, Louisiana. Areas of significance include: Landscape Architecture; Architecture. Architectural classifications include: Federal; Greek Revival. The National Historic Places Register Reference Number is 01000765_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_LA/01000765_NHL.pdf/opa-renditions/thumbnails/01000765_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
